campo1,campo2,campo3,campo4
-6821,/FJP2,FALSE,21/6/1980
-5054,1J8--,FALSE,23/6/1980
-113,CLIP9,TRUE,24/6/1980
4791,7CR3M,FALSE,4/7/1980
-2050,AD458,FALSE,6/7/1980
-992,ZKP9F,FALSE,6/7/1980
6890,:/=<J,FALSE,7/7/1980
-1419,S83AF,FALSE,10/7/1980
9986,YD@AJ,FALSE,11/7/1980
-9924,KTJ:/,FALSE,12/7/1980
4433,5H3HS,TRUE,12/7/1980
2065,9W:CT,TRUE,18/7/1980
8301,U33?0,FALSE,20/7/1980
6272,=RIW.,FALSE,27/7/1980
653,EUY3R,FALSE,27/7/1980
6957,;T9OM,TRUE,3/8/1980
7444,HHXY2,FALSE,4/8/1980
-6084,B;5EG,FALSE,5/8/1980
4839,2J7DI,FALSE,6/8/1980
7061,K4KGL,TRUE,7/8/1980
-6716,ZUJW4,FALSE,10/8/1980
6554,:ICFF,FALSE,20/8/1980
3726,KRJ.G,FALSE,20/8/1980
-4996,5P=8X,TRUE,27/8/1980
8748,2Z2RG,FALSE,4/9/1980
640,Z@6T<,FALSE,7/9/1980
4792,JGLUO,FALSE,10/9/1980
-4819,23VJQ,FALSE,21/9/1980
-4267,.=D@9,FALSE,22/9/1980
-4471,8VTEQ,TRUE,22/9/1980
120,55:2N,FALSE,25/9/1980
-4950,/ZPP6,FALSE,26/9/1980
4786,.COF<,FALSE,10/10/1980
-9239,A-EX:,TRUE,12/10/1980
2358,EL/LF,TRUE,14/10/1980
9539,F0PUM,FALSE,15/10/1980
7436,ISZ6Q,FALSE,18/10/1980
9364,PJ3R3,FALSE,22/10/1980
-8272,X5F37,FALSE,23/10/1980
-6801,0AT7O,FALSE,24/10/1980
-7539,ILUUO,TRUE,28/10/1980
2568,CW=UN,TRUE,6/11/1980
802,JWV2A,FALSE,14/11/1980
8277,GTX.4,TRUE,14/11/1980
-2603,0WTP=,FALSE,17/11/1980
276,E83-I,TRUE,8/12/1980
9098,II;J:,FALSE,10/12/1980
3613,?2PEH,TRUE,12/12/1980
-56,-D-IY,TRUE,14/12/1980
-6955,826F?,FALSE,16/12/1980
3509,?;63>,TRUE,17/12/1980
-5137,69//G,TRUE,22/12/1980
-6671,A;?HG,FALSE,26/12/1980
5647,>2=/0,TRUE,28/12/1980
-1346,92NWV,FALSE,2/1/1981
2268,:QV6K,FALSE,2/1/1981
-8722,7>DYU,TRUE,2/1/1981
-5304,@BBZ2,TRUE,5/1/1981
6904,HD9OR,TRUE,10/1/1981
5569,D1NOS,TRUE,12/1/1981
8703,-?.0O,FALSE,2/2/1981
7125,9S.SQ,FALSE,5/2/1981
4117,MHH/D,FALSE,6/2/1981
5592,C>BJ=,TRUE,11/2/1981
7755,7G:-T,TRUE,12/2/1981
-864,DC2U<,FALSE,13/2/1981
3098,TJYXI,FALSE,18/2/1981
-6773,TT5ZS,FALSE,18/2/1981
1481,TFJ<E,FALSE,25/2/1981
-117,@IRK@,TRUE,27/2/1981
-7527,74R6O,FALSE,1/3/1981
5875,X3S5Y,FALSE,1/3/1981
6818,A?EF8,TRUE,6/3/1981
6739,6ZX/E,FALSE,8/3/1981
-7007,:3G;R,FALSE,13/3/1981
-4504,GWDSR,TRUE,13/3/1981
2410,>2SK?,TRUE,15/3/1981
7209,X5N=Q,FALSE,18/3/1981
1987,L/B63,FALSE,24/3/1981
-2312,:.TFK,TRUE,7/4/1981
6870,F@ZCE,TRUE,8/4/1981
-2333,BX2Z/,FALSE,9/4/1981
7586,PCB4?,FALSE,15/4/1981
3662,@I=XL,TRUE,18/4/1981
-3676,=L@C2,TRUE,20/4/1981
6719,:1;0O,FALSE,21/4/1981
3681,QK:/:,FALSE,21/4/1981
-279,BA-YM,TRUE,22/4/1981
1300,7QS<V,TRUE,28/4/1981
2671,LI1ST,FALSE,1/5/1981
-657,D.?GE,FALSE,4/5/1981
-4604,/-W?Q,TRUE,4/5/1981
1699,QO9M8,FALSE,6/5/1981
-8297,;3Q3:,TRUE,6/5/1981
4841,/71>3,FALSE,9/5/1981
3734,02<-V,TRUE,10/5/1981
-1843,=X;ME,FALSE,14/5/1981
3730,;;13X,FALSE,19/5/1981
1144,48B:<,TRUE,20/5/1981
-2878,GLE1@,TRUE,20/5/1981
7452,6ZNVQ,TRUE,4/6/1981
7114,ELEUS,FALSE,8/6/1981
7450,G-OZD,TRUE,10/6/1981
1027,QY87X,FALSE,11/6/1981
7030,WX3:?,FALSE,12/6/1981
6446,;Z2DY,TRUE,17/6/1981
7864,HZ.6<,TRUE,19/6/1981
-2481,9N02A,FALSE,20/6/1981
7983,AYP/Y,TRUE,23/6/1981
3767,-K4O8,TRUE,25/6/1981
-2746,??0;;,TRUE,3/7/1981
-2524,DRG?-,TRUE,3/7/1981
-8400,L-5SM,FALSE,11/7/1981
9954,F;P?1,TRUE,12/7/1981
4801,4S74G,FALSE,14/7/1981
9869,ER5ZF,FALSE,16/7/1981
4750,LLBXC,FALSE,19/7/1981
-9538,M1SV-,FALSE,21/7/1981
2457,AJ7ZE,FALSE,22/7/1981
7344,2X@8F,FALSE,23/7/1981
2219,5>LAY,FALSE,23/7/1981
-7661,>=O1Q,FALSE,27/7/1981
2533,TKURA,FALSE,27/7/1981
-8327,/@L4R,FALSE,3/8/1981
8400,2>NF=,TRUE,3/8/1981
6806,I30GQ,TRUE,6/8/1981
-9164,2UAID,TRUE,11/8/1981
2575,VOY1S,FALSE,16/8/1981
7535,AF5HH,TRUE,16/8/1981
-5245,<EI@4,FALSE,18/8/1981
-5563,-66G;,FALSE,20/8/1981
3077,.OJEM,TRUE,20/8/1981
-64,N73JZ,FALSE,21/8/1981
2396,6W-ZI,TRUE,21/8/1981
1167,/25BI,FALSE,26/8/1981
-5136,;AK65,TRUE,27/8/1981
-1769,=N>WN,TRUE,6/9/1981
724,GDR4N,FALSE,7/9/1981
9544,3JA5/,FALSE,12/9/1981
5650,N=@T;,FALSE,15/9/1981
2263,L;BB3,FALSE,22/9/1981
-3133,C4TNY,TRUE,23/9/1981
-6424,9Z?Y.,FALSE,24/9/1981
-1373,VN682,FALSE,24/9/1981
-6010,JTJ3L,TRUE,28/9/1981
5639,BMZ@X,TRUE,2/10/1981
-3281,16MM5,FALSE,3/10/1981
6438,TNIY1,FALSE,7/10/1981
-3551,/6OD>,FALSE,16/10/1981
4376,3K>1@,FALSE,18/10/1981
8222,HYZB0,TRUE,26/10/1981
-731,4?CNK,TRUE,27/10/1981
4978,9HD:T,FALSE,3/11/1981
-8118,;6RYM,FALSE,3/11/1981
-8886,7PU-N,FALSE,4/11/1981
-4917,OZ@67,FALSE,8/11/1981
9847,<GRS>,FALSE,12/11/1981
2331,<AMEK,TRUE,17/11/1981
803,1H5-I,FALSE,18/11/1981
-4545,BS:XS,FALSE,18/11/1981
5801,0U5<-,FALSE,24/11/1981
9877,=D;FS,TRUE,14/12/1981
6108,J4Q0@,TRUE,14/12/1981
7259,2WY3F,TRUE,16/12/1981
-4656,87ZN4,FALSE,17/12/1981
-4819,9:IJC,FALSE,18/12/1981
3673,E7JT.,TRUE,19/12/1981
-1285,0<G10,TRUE,4/1/1982
2557,Q7<6>,FALSE,11/1/1982
-4371,D1PTY,TRUE,16/1/1982
3274,/JX-;,FALSE,19/1/1982
2375,9JER5,TRUE,20/1/1982
-2583,7ONR.,TRUE,25/1/1982
4848,JKOQ;,FALSE,26/1/1982
-8518,9.P6C,FALSE,28/1/1982
9662,5HAH6,FALSE,3/2/1982
-5663,UDYL;,FALSE,5/2/1982
-5402,2BL8T,FALSE,15/2/1982
-1140,@HEZ2,FALSE,22/2/1982
-1227,61YV0,TRUE,22/2/1982
-5489,@=/</,FALSE,24/2/1982
-8895,DS;VA,TRUE,1/3/1982
7605,4Z.=-,FALSE,2/3/1982
7911,WBEB3,FALSE,2/3/1982
-1106,<@6IW,TRUE,3/3/1982
1316,0GC5W,TRUE,4/3/1982
934,5BY2-,TRUE,4/3/1982
-9733,1E-J3,FALSE,12/3/1982
8828,AL=J>,TRUE,13/3/1982
7747,ZR@FU,FALSE,18/3/1982
5641,TSML4,FALSE,25/3/1982
7277,ZVFK;,FALSE,25/3/1982
9976,C-7YM,FALSE,1/4/1982
-8870,=:BEB,TRUE,4/4/1982
-2739,6=AQV,FALSE,13/4/1982
-8606,/2Q49,FALSE,15/4/1982
-4097,Z..3J,FALSE,18/4/1982
-4207,XGT-O,FALSE,23/4/1982
2733,4K3>4,TRUE,23/4/1982
-9763,9GHOI,TRUE,1/5/1982
246,-3<=L,TRUE,6/5/1982
-4246,<2956,TRUE,10/5/1982
9211,JS4;8,TRUE,10/5/1982
1398,0;ZF7,FALSE,1/6/1982
-5131,IE?DI,FALSE,3/6/1982
4974,30K/-,TRUE,6/6/1982
3195,;F;W4,FALSE,15/6/1982
3554,29GM7,FALSE,18/6/1982
1947,83JTY,FALSE,18/6/1982
-6537,O1U:8,FALSE,18/6/1982
2789,0EPNJ,TRUE,19/6/1982
-7490,6S8?1,TRUE,19/6/1982
4741,00W2X,FALSE,21/6/1982
3616,DQZ>F,FALSE,24/6/1982
-4898,<@@LW,TRUE,28/6/1982
-5656,8G.6X,TRUE,6/7/1982
9081,DQV/@,FALSE,9/7/1982
5042,-DO4?,TRUE,9/7/1982
-3267,T/1ZK,FALSE,11/7/1982
504,8474.,TRUE,11/7/1982
5307,1G7IK,FALSE,16/7/1982
-2357,7DT/L,TRUE,17/7/1982
1854,GGZ2M,TRUE,18/7/1982
8481,M6P@1,FALSE,19/7/1982
-4625,Y;Q@3,FALSE,23/7/1982
2417,7DDR.,FALSE,6/8/1982
-6735,0K0TG,FALSE,9/8/1982
53,76Q.G,FALSE,10/8/1982
3142,.V@K-,TRUE,11/8/1982
-535,QE83I,FALSE,12/8/1982
-3109,ZA2OR,FALSE,14/8/1982
-6074,61CZN,TRUE,22/8/1982
-2909,QJC7C,FALSE,24/8/1982
5969,X6;OJ,FALSE,9/9/1982
-4619,87HD.,FALSE,10/9/1982
6797,6S>F@,TRUE,10/9/1982
-2522,1DOB<,FALSE,14/9/1982
9272,I=P/X,TRUE,15/9/1982
-3410,3IMM:,FALSE,16/9/1982
1684,8<X>O,FALSE,17/9/1982
506,48UNX,FALSE,21/9/1982
4056,:.;?2,FALSE,25/9/1982
-3923,PB06R,FALSE,27/9/1982
-2849,<<:2L,TRUE,10/10/1982
-4948,H7NNU,TRUE,15/10/1982
1444,23FBJ,FALSE,20/10/1982
-4305,2OOOH,TRUE,21/10/1982
-801,0BAGS,FALSE,23/10/1982
-7375,?9FW.,TRUE,23/10/1982
3179,FM@W8,FALSE,28/10/1982
9278,B:.8Y,FALSE,1/11/1982
-4481,@3.W5,TRUE,1/11/1982
-969,BZ=XD,TRUE,1/11/1982
4362,TO>5T,FALSE,4/11/1982
1858,4E?VG,TRUE,5/11/1982
-4227,T/P0C,FALSE,6/11/1982
-5837,09:PR,TRUE,14/11/1982
8237,A=5IX,FALSE,15/11/1982
5389,7:E37,TRUE,15/11/1982
4797,@7VWN,TRUE,18/11/1982
-5858,V98<E,FALSE,19/11/1982
2162,X==:W,FALSE,19/11/1982
-7329,2UM:X,TRUE,20/11/1982
-874,C0@K9,TRUE,22/11/1982
-4606,K.B;8,FALSE,24/11/1982
2257,U=4YB,FALSE,24/11/1982
9511,:BF9:,TRUE,25/11/1982
-5464,7?XC=,FALSE,1/12/1982
-1758,XQJ1;,FALSE,13/12/1982
5796,@5HR0,FALSE,15/12/1982
1963,BSY:N,FALSE,15/12/1982
2995,M1W-R,FALSE,18/12/1982
-6159,G?KOA,TRUE,19/12/1982
4167,Z.;XV,FALSE,25/12/1982
-4066,I-MG0,FALSE,27/12/1982
-1375,9:;UI,FALSE,5/1/1983
2605,GN@/W,FALSE,5/1/1983
8768,9FMUY,TRUE,6/1/1983
8751,BWIJ<,FALSE,11/1/1983
-2809,8WMV1,TRUE,13/1/1983
-8362,CAUFR,FALSE,16/1/1983
-3117,/I=XR,FALSE,18/1/1983
-5698,8:WSR,FALSE,18/1/1983
-7860,4JJ5=,TRUE,23/1/1983
-1928,L5AXA,FALSE,24/1/1983
-2710,UM=;X,FALSE,24/1/1983
8309,GFWLE,TRUE,5/2/1983
-2639,E8P32,TRUE,12/2/1983
1651,G2XA2,TRUE,14/2/1983
-5892,ADONZ,TRUE,15/2/1983
5900,RDGPJ,FALSE,22/2/1983
8787,V;ER<,FALSE,3/3/1983
-9021,6ES1Z,TRUE,8/3/1983
-4372,OSI2S,FALSE,15/3/1983
-4656,?E=:?,TRUE,16/3/1983
4632,UV68<,FALSE,25/3/1983
2987,:R/8H,TRUE,26/3/1983
-9717,-GW?1,FALSE,4/4/1983
3923,-:SD@,TRUE,8/4/1983
-8274,0-WXA,TRUE,8/4/1983
354,C3M5H,TRUE,17/4/1983
657,0Q1@>,TRUE,23/4/1983
2988,YV7S7,FALSE,24/4/1983
-242,?.5JY,TRUE,3/5/1983
9235,5E;BA,TRUE,4/5/1983
4568,RCNPL,FALSE,5/5/1983
9978,0AHFC,TRUE,10/5/1983
6174,XT8/<,FALSE,11/5/1983
-828,7CJ/Y,FALSE,12/5/1983
-2419,-5T:I,TRUE,12/5/1983
-5627,0-<E>,TRUE,12/5/1983
4144,?R;WB,TRUE,15/5/1983
-6990,B<6QV,FALSE,17/5/1983
7226,HAHJI,TRUE,17/5/1983
-9483,3KIDS,FALSE,18/5/1983
3783,C:>L/,FALSE,22/5/1983
-6703,GJI42,TRUE,6/6/1983
5279,7<XG4,FALSE,7/6/1983
8188,HCZHY,FALSE,13/6/1983
9246,XBD3L,FALSE,14/6/1983
-6864,4LJO4,FALSE,15/6/1983
-4763,HJQ2>,TRUE,25/6/1983
-5475,B1JA7,TRUE,26/6/1983
-1629,?JM39,TRUE,1/7/1983
566,/83P6,TRUE,2/7/1983
-6849,62WLW,TRUE,3/7/1983
3502,FD-6Q,FALSE,8/7/1983
6726,9UOW0,FALSE,10/7/1983
5470,?6W?Y,TRUE,11/7/1983
-8949,=IXOZ,TRUE,12/7/1983
9589,BGM<;,TRUE,20/7/1983
-1829,J.E=B,TRUE,23/7/1983
4005,;IIY-,FALSE,27/7/1983
-1920,7XIU.,FALSE,3/8/1983
6940,ZRIB?,FALSE,6/8/1983
-4639,;:ZT6,FALSE,7/8/1983
-9748,O8BPO,FALSE,13/8/1983
1723,LN:EB,FALSE,20/8/1983
-3531,AT58B,FALSE,21/8/1983
175,FQTHJ,FALSE,25/8/1983
-7594,?7N/X,FALSE,26/8/1983
3781,KX37M,FALSE,26/8/1983
9011,D=D-B,TRUE,28/8/1983
-1163,UWX59,FALSE,2/9/1983
6005,>0NIV,FALSE,4/9/1983
-7010,IQ>6B,FALSE,6/9/1983
-2396,LE>96,FALSE,13/9/1983
3943,0T?@G,FALSE,14/9/1983
6172,Y1480,FALSE,15/9/1983
4357,H/FQB,TRUE,18/9/1983
-2673,U@8BN,FALSE,20/9/1983
2216,@9?W4,FALSE,28/9/1983
6535,HUFSC,TRUE,7/10/1983
-8822,Q.HHX,FALSE,12/10/1983
-6260,B79P8,TRUE,12/10/1983
9113,3K52S,FALSE,16/10/1983
-6816,CAO4H,TRUE,17/10/1983
8297,3.RZQ,FALSE,19/10/1983
-820,5C.Q@,TRUE,20/10/1983
2958,D=PTW,FALSE,21/10/1983
2345,QYXNF,FALSE,24/10/1983
156,=:HUR,TRUE,28/10/1983
-8091,-G4=J,TRUE,8/11/1983
-1389,EK18P,FALSE,22/11/1983
9421,18QEF,FALSE,24/11/1983
9680,-L<UW,FALSE,4/12/1983
5500,6J9MN,TRUE,7/12/1983
3920,:YE3J,FALSE,9/12/1983
-7672,WCAC0,FALSE,14/12/1983
1565,2DEJ0,TRUE,15/12/1983
6458,@YVCZ,TRUE,18/12/1983
3006,M2JP:,FALSE,20/12/1983
4705,BDNOD,TRUE,21/12/1983
5009,>X2E;,FALSE,26/12/1983
5804,B7;7O,TRUE,26/12/1983
569,6P.W4,TRUE,27/12/1983
-7272,JLHU>,FALSE,28/12/1983
-2668,1ZDLJ,TRUE,28/12/1983
-4200,<LJL/,FALSE,4/1/1984
9529,-.JP3,TRUE,8/1/1984
6505,W2MGA,FALSE,9/1/1984
3437,27R.>,FALSE,11/1/1984
-5936,<:-:0,TRUE,14/1/1984
5083,1F9>O,TRUE,17/1/1984
-1699,-7JVN,FALSE,18/1/1984
-2626,:87KP,TRUE,20/1/1984
-4670,8?YGV,FALSE,28/1/1984
3926,FW.0H,FALSE,1/2/1984
-5919,A/S<4,TRUE,5/2/1984
612,BW=BF,FALSE,8/2/1984
1680,DY=FF,FALSE,8/2/1984
8902,:ALLN,FALSE,17/2/1984
5571,7U?>N,TRUE,18/2/1984
-6486,2NBFV,TRUE,23/2/1984
5963,LMTY9,FALSE,25/2/1984
7893,L>M2E,FALSE,28/2/1984
-7495,P?9I1,FALSE,4/3/1984
-1422,YEPQT,FALSE,6/3/1984
-4011,CPX./,FALSE,7/3/1984
3852,?PB:6,FALSE,8/3/1984
-69,L37-X,FALSE,9/3/1984
2948,LL704,FALSE,12/3/1984
952,MFFUN,FALSE,14/3/1984
4140,7Y0NH,FALSE,20/3/1984
7434,@FGA1,TRUE,26/3/1984
-2381,/E>3C,FALSE,28/3/1984
1873,TZ;1S,FALSE,28/3/1984
3461,;KRFH,TRUE,3/4/1984
4414,GOLVZ,TRUE,6/4/1984
-1185,K1<RH,FALSE,14/4/1984
-5976,JP:/>,FALSE,15/4/1984
-5802,?S6UL,FALSE,16/4/1984
-1329,7G4W6,FALSE,22/4/1984
5735,BFC.P,FALSE,22/4/1984
2658,FCR1U,TRUE,27/4/1984
-3019,R8S3T,FALSE,28/4/1984
3451,?4FUA,TRUE,8/5/1984
3164,//3C0,FALSE,9/5/1984
9803,JAPR9,FALSE,12/5/1984
8022,HB2BL,TRUE,12/5/1984
-3245,SXD03,FALSE,20/5/1984
1977,PD923,FALSE,25/5/1984
-6010,<?WZQ,FALSE,2/6/1984
9074,/S9YG,TRUE,2/6/1984
3036,CDPTF,TRUE,3/6/1984
-5590,;LQ.L,FALSE,4/6/1984
1084,O6T7F,FALSE,4/6/1984
6114,V57NC,FALSE,5/6/1984
-6573,4TSV7,TRUE,7/6/1984
-9531,LRAYC,FALSE,8/6/1984
-5787,UR7T0,FALSE,8/6/1984
-4839,OXE1M,FALSE,9/6/1984
1815,?;22Z,TRUE,11/6/1984
1532,QZUC1,FALSE,24/6/1984
-3713,5?621,TRUE,24/6/1984
-339,@8-PM,TRUE,5/7/1984
-503,/9A9N,FALSE,6/7/1984
-3453,1=NM/,FALSE,9/7/1984
7561,3L:?I,FALSE,9/7/1984
-8859,89FW@,FALSE,11/7/1984
-3322,XO:KR,FALSE,19/7/1984
7409,E4B6=,FALSE,23/7/1984
-7022,;VIM.,FALSE,27/7/1984
-3259,BM<82,FALSE,3/8/1984
-1345,6RPR5,TRUE,6/8/1984
-8230,EOKK<,TRUE,13/8/1984
4548,4VFD/,FALSE,17/8/1984
-8750,.UADN,TRUE,17/8/1984
502,MF>1Y,FALSE,19/8/1984
-3860,5>PCJ,FALSE,21/8/1984
4186,1BW4>,FALSE,24/8/1984
-9801,72I.>,TRUE,1/9/1984
1358,BG9R?,TRUE,2/9/1984
-3180,D.8N3,FALSE,12/9/1984
5429,;07GK,FALSE,16/9/1984
2203,>PM83,TRUE,17/9/1984
-1500,=..4.,FALSE,2/10/1984
3358,/2VRM,TRUE,2/10/1984
6743,@J2N?,TRUE,2/10/1984
-4687,/L94S,FALSE,9/10/1984
-160,F7/T5,TRUE,11/10/1984
-8720,R?4;?,FALSE,13/10/1984
3074,6@GQF,FALSE,26/10/1984
4948,FZ2T8,FALSE,27/10/1984
-7293,1JQ=L,TRUE,2/11/1984
-8195,D>MZY,FALSE,6/11/1984
3060,B6DTX,FALSE,13/12/1984
9231,G/;-?,FALSE,16/12/1984
-8725,E=CX@,TRUE,26/12/1984
8827,K7-=0,FALSE,3/1/1985
-3320,2WN/:,FALSE,11/1/1985
-4527,4IWMA,FALSE,15/1/1985
-7602,-N0US,TRUE,25/1/1985
1886,H.WY-,TRUE,28/1/1985
-7182,FQ-3?,FALSE,4/2/1985
9668,=ZEZF,FALSE,5/2/1985
-4231,K//-8,FALSE,13/2/1985
1824,FPA3M,TRUE,18/2/1985
-9115,>7XEK,FALSE,21/2/1985
-1527,?F@KZ,TRUE,22/2/1985
4241,GOT7Z,TRUE,1/3/1985
-619,3FR54,TRUE,2/3/1985
1316,VFWTZ,FALSE,6/3/1985
-5127,;-BR;,TRUE,26/3/1985
-8281,XXKFF,FALSE,1/4/1985
4414,:T850,TRUE,1/4/1985
-1542,@P>TM,FALSE,3/4/1985
-5483,9M3.G,FALSE,8/4/1985
-836,7DP4:,TRUE,9/4/1985
6291,CI:FA,TRUE,10/4/1985
1443,6U4PO,FALSE,11/4/1985
-8520,-6>5X,TRUE,13/4/1985
-9765,@W=3S,TRUE,13/4/1985
3006,3/APM,FALSE,16/4/1985
-5957,0-8UW,FALSE,17/4/1985
134,NW3X0,FALSE,19/4/1985
-6233,<ADO.,TRUE,19/4/1985
-3389,:6MEV,FALSE,20/4/1985
-2881,7PPP:,TRUE,20/4/1985
-6283,@:4@.,TRUE,25/4/1985
4380,27K72,TRUE,27/4/1985
7575,3M=IS,FALSE,1/5/1985
1029,:@P>L,FALSE,2/5/1985
8364,X=AWE,FALSE,10/5/1985
-823,3;ZKR,TRUE,11/5/1985
5784,H=4=?,TRUE,12/5/1985
965,7ZQF:,FALSE,16/5/1985
-2721,1/AU<,FALSE,1/6/1985
-3473,96WBG,TRUE,1/6/1985
-3518,:EXMU,FALSE,6/6/1985
-1310,IAFU>,FALSE,8/6/1985
840,PGUP/,FALSE,14/6/1985
7535,>HLZ1,FALSE,17/6/1985
-5753,.YYWW,TRUE,18/6/1985
1850,BHV?A,TRUE,20/6/1985
826,7CF?I,TRUE,21/6/1985
-3931,8-WMN,FALSE,23/6/1985
-9492,>8MOD,TRUE,23/6/1985
2630,C2PL7,FALSE,5/7/1985
-4750,E/>@4,TRUE,7/7/1985
9444,<XX;Q,TRUE,10/7/1985
4108,38;PR,TRUE,13/7/1985
-5159,44?V8,FALSE,16/7/1985
-7277,<ZSNO,FALSE,21/7/1985
-5292,70XYT,FALSE,24/7/1985
-3653,AA@PB,FALSE,7/8/1985
9586,G69<A,TRUE,13/8/1985
921,H5F@K,FALSE,14/8/1985
9332,0NO.R,FALSE,18/8/1985
8772,62;?U,TRUE,24/8/1985
7965,1;HJM,TRUE,28/8/1985
1794,@T:AA,TRUE,28/8/1985
-5320,13>5U,FALSE,3/9/1985
2506,Z<;JO,FALSE,4/9/1985
-6583,A85;O,TRUE,4/9/1985
1323,5@ZVA,TRUE,11/9/1985
4469,F.HUA,TRUE,13/9/1985
7541,RI2UE,FALSE,15/9/1985
-3336,=>@>2,TRUE,18/9/1985
7893,@DMQW,TRUE,19/9/1985
7446,SV/AE,FALSE,23/9/1985
-3131,R@T?X,FALSE,24/9/1985
8888,Z99<5,FALSE,24/9/1985
-3420,<.7-T,TRUE,27/9/1985
8432,QOQFE,FALSE,28/9/1985
-3006,06ZX/,TRUE,1/10/1985
-7060,ET46M,FALSE,6/10/1985
-1813,IW>=8,FALSE,8/10/1985
-7952,5SGOG,FALSE,11/10/1985
-2399,U-EM4,FALSE,14/10/1985
4703,WD.VB,FALSE,14/10/1985
4567,JVR1L,TRUE,17/10/1985
-7077,=:TAG,FALSE,19/10/1985
-7538,BXK@G,FALSE,19/10/1985
4633,?6O@-,FALSE,26/10/1985
-6171,.XBXA,FALSE,5/11/1985
6484,GF0NU,FALSE,6/11/1985
-3037,C;-US,FALSE,7/11/1985
-3431,E6R4C,FALSE,20/11/1985
2497,GAALC,TRUE,21/11/1985
-164,0?WU?,FALSE,26/11/1985
-6515,<03J:,TRUE,26/11/1985
-6636,=VEP.,FALSE,5/12/1985
-6768,KVK47,FALSE,10/12/1985
-8397,6/H73,FALSE,15/12/1985
3499,CHWCH,TRUE,17/12/1985
8324,AG/8C,TRUE,18/12/1985
-1596,JNCH1,FALSE,20/12/1985
-7920,1TIYM,FALSE,23/12/1985
8244,C@Q1-,FALSE,28/12/1985
802,;R/>7,TRUE,5/1/1986
9727,4WFQH,FALSE,6/1/1986
2686,GC2SD,TRUE,8/1/1986
-2647,HGXB-,FALSE,9/1/1986
6555,E4QIP,FALSE,13/1/1986
-6487,>T5=5,TRUE,19/1/1986
7176,Z-@<5,FALSE,20/1/1986
-3694,QXAT.,FALSE,25/1/1986
1866,CG2.J,TRUE,1/2/1986
-617,-.@UX,TRUE,3/2/1986
8130,248QP,TRUE,3/2/1986
-9199,ATXSZ,TRUE,13/2/1986
907,KOZ6R,FALSE,20/2/1986
3464,I1:=>,FALSE,23/2/1986
4317,WT?S1,FALSE,23/2/1986
3604,1ESL.,TRUE,2/3/1986
-5531,98TWN,FALSE,8/3/1986
-9263,.Y;?1,TRUE,11/3/1986
-282,5CJ5>,TRUE,11/3/1986
-4091,80M5K,FALSE,13/3/1986
-9752,C5@:J,TRUE,13/3/1986
-2924,>=W>=,FALSE,18/3/1986
2915,75GX=,TRUE,21/3/1986
-1250,AQZSM,TRUE,1/4/1986
-8080,9VWI-,FALSE,2/4/1986
8748,?6BU7,TRUE,2/4/1986
5244,6HSES,TRUE,3/4/1986
