campo1,campo2,campo3,campo4
-461,53Q@V,FALSE,17/2/2004
-3561,7@D01,FALSE,8/4/1991
-2907,:SCW:,TRUE,14/5/2001
9817,LCIME,TRUE,12/2/2000
-265,VL<IF,FALSE,14/1/1987
7893,L>M2E,FALSE,28/2/1984
-5402,2BL8T,FALSE,15/2/1982
1265,9PPB@,FALSE,4/1/2009
4126,NRCCL,FALSE,15/2/2010
5474,M8UT9,TRUE,13/1/1993
5716,GLH5@,FALSE,7/11/2001
-8362,CAUFR,FALSE,16/1/1983
6719,:1;0O,FALSE,21/4/1981
-2992,ARL1E,TRUE,26/5/2000
-8580,<WPR?,TRUE,5/3/2002
1516,4;0JI,TRUE,28/10/1996
-8739,X>G>G,FALSE,27/1/2008
1602,DIJ2S,TRUE,15/10/2012
-6074,61CZN,TRUE,22/8/1982
8596,YIF;D,TRUE,12/8/1984
4276,JJWW8,TRUE,15/7/2006
-1360,M>5H<,TRUE,18/6/1985
1084,O6T7F,FALSE,4/6/1984
5919,S20W-,TRUE,18/8/2001
5060,Y2>RP,TRUE,22/12/2017
7636,H8G8V,FALSE,24/10/2009
-8750,.UADN,TRUE,17/8/1984
5462,.Q/9V,FALSE,15/3/2002
2850,T7R7R,TRUE,24/2/2015
3901,FKD0C,TRUE,18/11/2009
9798,0=LX:,TRUE,10/1/1998
-2240,E<2;G,TRUE,13/4/2002
7125,UO3XB,TRUE,3/11/2014
9277,XY<PZ,FALSE,24/12/1994
-2761,0?192,FALSE,19/12/2003
4305,VHVRX,FALSE,2/10/1986
-9658,T0L-W,FALSE,4/2/2016
2203,>PM83,TRUE,17/9/1984
8229,L.6JQ,FALSE,16/9/1995
5798,/91LQ,TRUE,4/12/2000
-617,-.@UX,TRUE,3/2/1986
3833,A2NML,FALSE,9/6/2000
1348,F?CKQ,TRUE,4/3/2015
-6027,-F3=P,TRUE,4/1/1997
2044,PH.M?,TRUE,20/7/2016
7206,:JY0Z,TRUE,28/12/1997
7899,S5=W@,FALSE,14/4/1989
-9742,EQA9A,TRUE,21/6/2017
-1415,98F4X,FALSE,28/12/1993
5811,WSFMW,FALSE,24/3/2001
-6967,N1VL<,TRUE,14/12/2006
6435,5F=KP,TRUE,26/6/1997
5237,4OZ7S,FALSE,25/6/1998
8851,9UVO3,TRUE,22/10/2014
9935,:;:/A,FALSE,13/10/1987
975,R4BWP,TRUE,25/9/1980
3500,>Q98V,TRUE,27/6/1994
2482,M21<.,TRUE,6/5/1998
-9,-F/MN,TRUE,23/8/1989
4035,A9/8C,TRUE,11/7/1996
-7436,0QXCC,TRUE,15/11/1997
4185,9B;L8,TRUE,20/2/2009
-3345,;D2;?,FALSE,2/5/1991
-1096,IXI78,FALSE,14/2/1988
175,FQTHJ,FALSE,25/8/1983
2706,K=.Y4,TRUE,24/8/1995
-3891,?Y.4Q,TRUE,26/10/1995
-2881,7PPP:,TRUE,20/4/1985
-8484,MH:NY,FALSE,27/12/1997
-2324,JC61B,FALSE,21/11/1989
-6817,ZH-D9,TRUE,11/1/2017
-9142,WN;5B,TRUE,3/10/2006
2693,N4SF<,FALSE,13/1/2003
6497,K;UEF,TRUE,24/12/1991
-731,4?CNK,TRUE,27/10/1981
4255,@55NY,FALSE,23/6/2004
6940,ZRIB?,FALSE,6/8/1983
3175,RLKNN,TRUE,8/5/1994
4925,MVM7.,TRUE,20/12/2004
-2066,EM7H>,FALSE,13/7/2014
5176,45?FB,TRUE,20/6/2010
-5600,FQ:L?,FALSE,8/12/1996
5176,;?1I5,FALSE,26/3/2000
6806,I30GQ,TRUE,6/8/1981
4172,WMO9G,FALSE,21/9/1992
790,6>-90,FALSE,16/7/1988
-8485,<2E@6,TRUE,21/5/2010
-6955,826F?,FALSE,16/12/1980
-939,D/J@H,TRUE,27/11/2000
-7769,4ZLR8,TRUE,8/6/1980
-7516,???3/,TRUE,12/5/1989
5853,YNCW>,FALSE,7/12/2004
-3065,5;38L,FALSE,2/1/1993
-8980,>8S.A,TRUE,5/1/2005
-1921,15FZ<,FALSE,9/1/1980
3959,WS7E3,TRUE,20/3/2008
3336,O2J?0,FALSE,27/12/2008
-445,QA52J,TRUE,12/9/2017
-6418,BK6;B,FALSE,20/11/1992
1940,8M@K;,FALSE,27/1/1990
-6681,QO13P,FALSE,12/9/1993
-8382,N<<L1,TRUE,13/5/1999
-4806,W@7HT,FALSE,26/7/2011
-3523,TKZU3,TRUE,9/5/2004
-9411,AUMTF,TRUE,20/1/1990
-4917,N8S74,TRUE,9/4/1981
-3795,9N:;U,FALSE,25/1/1989
2410,RWTRN,TRUE,28/11/1996
3854,2U/A=,TRUE,21/8/1991
1228,710;L,FALSE,20/6/1999
8912,C7JWR,TRUE,20/9/1992
-7372,ZV7VV,FALSE,5/5/2011
-1542,@P>TM,FALSE,3/4/1985
9995,/EZO9,FALSE,7/9/2015
-3825,-F5?W,TRUE,10/3/2013
3031,RL1SH,FALSE,26/8/2009
8117,6PD81,FALSE,10/10/1999
-7490,6S8?1,TRUE,19/6/1982
-657,D.?GE,FALSE,4/5/1981
-1884,Y2UT.,TRUE,26/12/1994
-2379,?99UA,FALSE,27/2/2016
7485,LQ3.L,FALSE,5/9/2015
5503,O<O5H,FALSE,18/8/1999
2719,CUPJR,TRUE,16/11/2005
3147,;OJRU,TRUE,9/9/2000
3067,:-YMP,TRUE,8/7/2013
5794,PGIP?,TRUE,8/6/2009
6797,6S>F@,TRUE,10/9/1982
8510,ZLVU3,TRUE,9/9/1994
-9524,NG=C:,FALSE,12/9/2005
-5902,C8Y6>,FALSE,28/11/2011
5910,H-30D,FALSE,21/10/2013
8273,YXYU-,TRUE,10/12/2017
-5187,KSJVJ,TRUE,5/11/2009
-843,33Y@2,FALSE,23/8/1991
-4200,<LJL/,FALSE,4/1/1984
-5025,3QO:9,TRUE,20/10/2000
11,N/-L9,TRUE,8/7/2002
854,TV315,FALSE,2/4/1988
7490,2<RZ5,FALSE,25/1/1996
4724,2.UH9,FALSE,14/8/2007
6884,OUH;:,FALSE,12/8/1993
8627,6O>/9,TRUE,26/11/2016
-1973,F<3KY,FALSE,20/9/2005
-6876,ZBD=;,TRUE,10/9/2001
1323,5@ZVA,TRUE,11/9/1985
-8760,1APDJ,FALSE,14/8/2005
3865,R3:>I,TRUE,26/7/1986
-5339,YU2G-,FALSE,18/7/1986
4508,UX2AS,FALSE,23/5/2008
-8779,T6D91,TRUE,17/11/1985
8888,Z99<5,FALSE,24/9/1985
6058,2F85Z,FALSE,24/3/2017
605,A1O/X,TRUE,10/4/2008
8075,.UH-8,TRUE,22/7/1992
827,>OR<D,FALSE,7/9/2001
4910,2KW5A,TRUE,17/2/1992
-1104,QRZF1,TRUE,14/7/2004
-9540,@949V,TRUE,28/5/2003
-1012,31JYH,TRUE,17/12/2012
2040,SII6<,TRUE,8/5/2010
423,3PK5=,FALSE,24/6/2011
7706,ZB><G,TRUE,14/3/1990
1941,IP.?W,FALSE,8/8/1995
-6516,Q6OLV,TRUE,16/3/1992
-7646,7-0F-,FALSE,14/11/2001
9161,F7>RJ,TRUE,5/4/1993
9874,;Q9GJ,TRUE,13/1/2014
-4173,J/:?=,FALSE,19/12/1997
-3350,N5DD0,FALSE,26/4/2000
7191,RQ-Q8,TRUE,15/11/1997
-9525,9TTER,TRUE,7/2/2003
-7881,AVYRP,FALSE,17/3/1993
4072,-:NCM,TRUE,4/3/2001
-4772,CYST.,TRUE,26/12/2011
6224,WV7UW,TRUE,4/9/2002
107,1NZQ>,TRUE,24/2/2009
9042,NH6CF,TRUE,1/3/2000
2764,@8FYI,TRUE,18/11/2002
8127,YMR1U,FALSE,12/3/2007
8288,3ZEI>,FALSE,7/4/1992
-4578,7/5RB,FALSE,22/7/1993
-3377,IV2XH,FALSE,9/2/1995
-5464,7?XC=,FALSE,1/12/1982
-9920,O=<?S,FALSE,9/12/1991
6746,-83-U,FALSE,20/6/1999
6496,3JG5S,TRUE,16/4/2010
8378,U-HD3,FALSE,22/12/2014
-5918,U.<OB,TRUE,28/5/2004
5673,?9QIB,FALSE,17/12/2000
1251,EM.NA,FALSE,19/6/2012
-9922,-WCKR,FALSE,25/9/2006
9275,2H2=O,FALSE,24/12/1997
1736,P-WZS,TRUE,5/12/1985
-7907,HU/4Q,TRUE,13/12/1993
2649,/Q5QF,TRUE,19/4/2014
9455,7L-9T,TRUE,26/5/1998
6601,<.0:-,TRUE,25/7/2002
-5522,E8A:8,TRUE,11/8/1998
7452,6ZNVQ,TRUE,4/6/1981
-6782,BDX1@,FALSE,27/8/1993
390,<4>5S,TRUE,6/8/2007
-541,D:.IR,FALSE,21/6/1997
3275,6P01H,FALSE,15/4/2005
343,4VHG1,FALSE,12/1/1987
-944,PD.D4,FALSE,22/8/1995
-3160,UU<:?,TRUE,24/5/2010
9912,4?/LT,TRUE,23/6/2003
7080,AR<1:,TRUE,22/6/1999
-7308,WDKL3,TRUE,20/12/2003
635,@2O>/,FALSE,27/2/2008
4308,YB8JT,FALSE,16/6/2016
-3194,UK-O:,FALSE,24/11/2012
2969,1TGPB,FALSE,23/6/1992
8625,/GN:K,TRUE,19/7/2004
8073,V@IWG,TRUE,9/7/1980
-4859,UO5CS,TRUE,13/6/2002
9224,9.WAX,FALSE,7/12/2009
-2809,8WMV1,TRUE,13/1/1983
-2080,>44<E,TRUE,5/5/2001
-5320,13>5U,FALSE,3/9/1985
1481,TFJ<E,FALSE,25/2/1981
-2466,I9CV:,FALSE,3/3/1980
-5215,N=HTS,FALSE,5/6/2014
-356,2<AL7,FALSE,1/5/2008
-4950,/ZPP6,FALSE,26/9/1980
6299,DR<ZT,TRUE,3/4/1998
9523,6AQI.,FALSE,27/8/1987
9313,OHVD2,TRUE,8/5/2002
6010,OF9>G,TRUE,5/7/1995
3574,?.<K>,TRUE,18/1/1992
9613,YPT9A,FALSE,1/4/2006
958,D/12M,FALSE,16/3/2003
-7966,TYN7.,FALSE,4/7/2000
-5127,ZZP>=,FALSE,5/8/1991
8536,-R@EW,FALSE,6/9/2006
-9786,U2L46,FALSE,20/10/2015
9061,/CLHR,FALSE,5/12/1991
3195,;F;W4,FALSE,15/6/1982
3624,N=A6U,TRUE,12/8/1983
694,NAPQO,FALSE,22/11/2017
-4733,.OS8Q,TRUE,11/5/1987
-9557,NX0VI,FALSE,26/12/2013
-118,U7CC8,FALSE,3/6/1999
4705,BDNOD,TRUE,21/12/1983
-5113,I?I6N,TRUE,25/4/1993
-8118,;6RYM,FALSE,3/11/1981
7344,2X@8F,FALSE,23/7/1981
-6690,RX1P:,TRUE,21/11/2003
-2986,24B1Y,FALSE,26/12/2012
5181,G08JX,TRUE,24/10/1996
415,KJLC/,TRUE,16/4/2008
5935,.>MYD,TRUE,28/3/1992
-7466,2ZV9J,FALSE,5/7/1990
-3473,96WBG,TRUE,1/6/1985
893,XLR/>,TRUE,22/6/2017
-4372,MJMZE,TRUE,24/3/2015
-5774,WXK9G,TRUE,7/12/2008
8902,:ALLN,FALSE,17/2/1984
-9916,B=B/-,FALSE,17/4/2011
7125,9S.SQ,FALSE,5/2/1981
-9409,7V4R9,TRUE,14/4/2016
-6552,DDPWH,TRUE,12/9/1987
995,OLEX?,TRUE,27/4/2003
-3220,OR70U,TRUE,17/9/1986
-4079,LX=A>,TRUE,4/2/1993
3790,ZIB7:,FALSE,20/1/1997
-4150,0WT3.,FALSE,21/1/2008
408,?=YZN,TRUE,12/10/1988
843,K4?DJ,TRUE,28/2/2017
1612,/P-F@,TRUE,23/12/2014
13,B.<P/,TRUE,23/5/1996
-702,M:02B,TRUE,21/12/1999
-3133,C4TNY,TRUE,23/9/1981
2312,G-:RJ,FALSE,15/9/2002
2880,A9AW=,TRUE,19/7/2014
-691,NBL0G,TRUE,18/6/2012
3751,C4<OZ,TRUE,27/6/1999
-8709,W6R4O,TRUE,27/10/1981
-3106,.M=U7,TRUE,4/8/2012
1179,>?O-F,TRUE,10/11/1986
-7764,Y.8UO,TRUE,4/12/2014
-869,2-8CF,TRUE,15/7/2010
3703,EK60G,FALSE,25/8/2014
5244,6HSES,TRUE,3/4/1986
160,HS2?;,FALSE,27/7/1992
874,=0?PB,TRUE,14/11/1999
-5171,M?T7M,FALSE,6/6/2011
3938,WHFRG,FALSE,16/7/2014
5046,8XATC,TRUE,22/2/2013
-4595,Y9P;?,FALSE,25/10/2010
2544,:DUU0,TRUE,9/6/1994
1605,SSDGN,FALSE,13/5/2002
-7143,VE<QQ,TRUE,19/3/2000
7873,K9.RP,TRUE,19/7/1990
2658,FCR1U,TRUE,27/4/1984
1959,NZJ//,FALSE,8/10/2016
3488,UB-RB,FALSE,4/12/2007
-8564,/5/:1,TRUE,6/4/2001
1167,/25BI,FALSE,26/8/1981
4158,0AFD-,TRUE,22/5/2004
2914,UI9RB,TRUE,5/11/1987
9922,/SCDF,FALSE,22/6/1989
1291,1H//8,TRUE,23/6/1992
7406,9X>K?,TRUE,15/8/2002
-4265,QC-88,FALSE,24/8/1989
-7504,-MBFP,FALSE,9/8/2004
2411,U6PS0,TRUE,4/5/2002
-1715,4SF;P,TRUE,14/11/1990
-8401,IP5/9,FALSE,17/2/1987
7041,0PH>.,TRUE,28/5/1992
-5003,TCPR4,FALSE,12/9/1996
-6926,NW.85,FALSE,27/6/2008
6272,=RIW.,FALSE,27/7/1980
1723,KFQ>.,TRUE,14/12/1983
4792,JGLUO,FALSE,10/9/1980
-7183,F>UM3,TRUE,28/12/2017
-7856,Z0::R,TRUE,9/9/2016
5765,DX7D0,TRUE,17/2/2010
-4466,5M7=:,FALSE,13/1/2009
-7578,=3B5C,FALSE,22/6/1997
-557,S//1K,TRUE,8/1/2006
3512,@=IMI,TRUE,12/11/2012
2125,6E3Z5,TRUE,13/5/1991
-3100,RIDTF,TRUE,8/12/1991
-2183,S;P<S,TRUE,19/4/1994
-855,T?I3F,TRUE,23/5/2008
-8720,R?4;?,FALSE,13/10/1984
-4794,P5QA.,TRUE,5/5/1996
994,JDF2-,FALSE,5/9/1989
8336,NTX:3,FALSE,22/2/1995
-2989,;XE=E,TRUE,20/4/2017
-34,L72ND,TRUE,15/11/1990
8768,9FMUY,TRUE,6/1/1983
1452,A<R?B,TRUE,10/8/2007
7852,TWJ2U,FALSE,15/7/1997
-4105,IR47V,FALSE,4/3/1998
-7198,F13LK,TRUE,26/12/2012
-2088,FJ54G,TRUE,15/1/2017
-3009,<TKU7,FALSE,21/11/2006
3923,-:SD@,TRUE,8/4/1983
8297,3.RZQ,FALSE,19/10/1983
597,0R38.,FALSE,26/9/1991
8336,:G59V,TRUE,12/12/2010
-1589,1T;SW,TRUE,18/6/1997
3006,3/APM,FALSE,16/4/1985
2158,ENR7R,FALSE,17/8/1990
6366,JZ:9S,TRUE,21/10/2002
-2183,/6<Z8,FALSE,9/11/1988
-7585,4R=<3,TRUE,24/8/2007
-6122,I;7ZG,TRUE,22/4/1999
4837,V9=@V,FALSE,12/11/1996
-1875,=7NF-,TRUE,11/11/2000
-6260,@QZHM,FALSE,10/4/1998
-7850,AS6XX,FALSE,17/9/2004
-5189,KWGDN,TRUE,17/4/2007
-7326,:6YW3,TRUE,4/1/2004
-6233,>5A8-,FALSE,5/1/2012
5911,J=-LN,TRUE,17/6/2006
7445,</MY:,FALSE,18/8/1990
-5475,B1JA7,TRUE,26/6/1983
-820,5C.Q@,TRUE,20/10/1983
-2532,>N>DR,TRUE,11/4/2004
-6844,<FE3N,FALSE,27/3/2014
-1596,JNCH1,FALSE,20/12/1985
6078,MB9RW,TRUE,17/4/2015
3464,I1:=>,FALSE,23/2/1986
6893,EDHR;,FALSE,18/6/1991
3488,?XYLZ,TRUE,1/4/2013
-5325,2F?FK,TRUE,12/5/1989
1388,Z/C7N,FALSE,9/10/2004
5528,HA.=:,FALSE,18/12/1992
3428,7F.=6,TRUE,9/5/1995
-678,Y.-?T,TRUE,23/8/1990
400,0<A6>,TRUE,20/5/2015
4282,K=H37,FALSE,8/10/1993
4293,8BJ>9,FALSE,8/2/2009
716,UMYYS,TRUE,23/1/2016
9658,CS-5P,FALSE,20/12/1988
9480,CE0YW,FALSE,21/10/2007
-1896,GIH@R,FALSE,10/11/2007
-3187,5O1HR,TRUE,8/6/1990
3451,?4FUA,TRUE,8/5/1984
-7191,8HYGZ,FALSE,28/2/2003
-249,/CY>C,FALSE,21/6/2005
1374,J?.F:,TRUE,6/6/2000
-2497,:-H=>,FALSE,23/8/2002
7444,HHXY2,FALSE,4/8/1980
-4548,GFRL.,FALSE,22/5/2011
-7480,N<E2<,FALSE,3/12/2012
-5987,7QNO7,FALSE,27/6/1998
1144,NTVW2,TRUE,8/4/1988
-5674,A9.V2,TRUE,13/9/1997
7134,PIFUO,FALSE,21/3/2016
3150,:LLIP,FALSE,23/6/1990
-4011,CPX./,FALSE,7/3/1984
-9337,YO2/U,TRUE,27/11/1991
8373,5?0G1,FALSE,19/12/1991
-5997,X@BJQ,FALSE,7/1/1993
-3548,FLQZ3,FALSE,9/11/2005
-9819,JUO>U,TRUE,12/2/2015
-6781,;S=P6,FALSE,2/10/2007
3554,29GM7,FALSE,18/6/1982
-1456,:G:C?,FALSE,12/6/2011
6739,6ZX/E,FALSE,8/3/1981
7697,B3RNH,FALSE,1/12/2011
7048,71E/N,TRUE,26/5/2010
4110,PEKU2,TRUE,21/2/2017
-7404,/ET6R,TRUE,20/10/1992
-6321,1ZL6.,TRUE,9/3/1991
9011,D=D-B,TRUE,28/8/1983
9332,0NO.R,FALSE,18/8/1985
9098,II;J:,FALSE,10/12/1980
3363,R>CU.,TRUE,26/11/1988
9170,WP=W>,TRUE,17/12/2006
1522,SX-KM,TRUE,13/3/1998
4780,4E1?X,TRUE,15/2/2006
7747,WZA;Y,TRUE,14/11/2017
4056,:.;?2,FALSE,25/9/1982
-719,Y<MH-,TRUE,23/10/2010
-9386,5LSE?,FALSE,20/10/1992
1221,3EO@5,TRUE,9/12/1994
-2746,??0;;,TRUE,3/7/1981
5141,A3Z2;,FALSE,20/5/2008
9961,AM9SX,TRUE,23/6/2007
-1106,<@6IW,TRUE,3/3/1982
-695,.J2P;,TRUE,25/10/2013
-1187,2VL0M,FALSE,28/4/1998
-379,9JW;B,TRUE,21/12/1993
-6123,8:L-G,TRUE,17/5/2000
-966,Q<;6;,FALSE,21/3/2017
-9008,3@X3C,FALSE,27/6/1992
-6652,C-G>5,FALSE,18/5/2007
-8003,IGCS9,FALSE,26/6/1995
-1436,3Q>PH,FALSE,23/9/1993
-1429,XH/:G,FALSE,22/8/1992
7409,E4B6=,FALSE,23/7/1984
-9263,.Y;?1,TRUE,11/3/1986
3461,;KRFH,TRUE,3/4/1984
3021,AQ1U;,FALSE,22/4/2009
-8780,SC2@6,TRUE,13/3/2014
-9245,EL6-T,FALSE,20/7/2008
6876,7/QD=,FALSE,24/10/2001
6535,HUFSC,TRUE,7/10/1983
1446,8HV=F,TRUE,24/8/1991
-1004,<HKO8,FALSE,9/5/2009
265,P-D5M,FALSE,9/3/1995
-5656,8G.6X,TRUE,6/7/1982
1780,<O1<.,FALSE,27/7/2008
-6065,XP7GF,TRUE,16/5/2001
-5560,/TTK8,FALSE,5/5/2001
704,XRM10,FALSE,23/10/1987
-4471,8VTEQ,TRUE,22/9/1980
7745,V.=QH,FALSE,12/2/1988
3511,JN8/L,TRUE,1/8/2009
-5185,-O:/:,FALSE,28/4/1987
-6648,W?V:.,TRUE,10/7/1994
567,DA:5F,FALSE,11/2/1988
1867,H8B@0,TRUE,10/6/2014
6553,G<6WG,FALSE,15/1/1980
-3853,:7CR6,FALSE,6/8/2008
1792,=PUZ>,TRUE,5/4/1988
7534,BSA5<,TRUE,14/6/2004
-6248,/PF8.,FALSE,16/2/2011
8368,W<EX<,TRUE,21/12/1987
-2469,-O;VY,FALSE,7/7/1986
5700,<99<F,TRUE,11/1/2010
-3873,?XAX6,FALSE,25/2/2015
506,48UNX,FALSE,21/9/1982
4547,FIP80,TRUE,17/11/2001
8222,HYZB0,TRUE,26/10/1981
2453,8VR3W,TRUE,11/11/2005
3248,R;@FO,FALSE,2/9/2003
8498,BMKNR,FALSE,25/12/1994
9933,6FBEG,TRUE,27/3/2009
-1739,N;6Z<,FALSE,20/2/1993
-9,M;?@E,TRUE,15/4/1998
-9774,J;QB3,TRUE,12/5/2004
4005,;IIY-,FALSE,27/7/1983
7695,N/@;L,TRUE,25/5/2001
510,B7R;N,FALSE,8/2/2002
6108,J4Q0@,TRUE,14/12/1981
-601,/0;.5,FALSE,15/7/2006
8334,LB143,TRUE,12/12/2010
5099,B4?C1,FALSE,2/9/1986
-4371,D1PTY,TRUE,16/1/1982
5504,Z8CJH,TRUE,27/2/2016
